Ingredient,DF;Route,Trade_Name,Applicant,Strength,Appl_Type,Appl_No,Product_No,TE_Code,Approval_Date,RLD,RS,Type,Applicant_Full_Name,Dosage_Form,Route_Of_Administration,Approved_Prior_To_1982,Approval_Date_ISO,AB_Family,RLD_Trade_Name,RLD_Appl_No,RLD_Product_No,RLD_TE_Code,Patent_Count,Patent_Numbers,Patent_Expiry,Patent_Use_Codes,Exclusivity_Count,Exclusivity_Codes,Exclusivity_Dates,Predicted_TE_Code,TE_Score,Patent_Score,Exclusivity_Score,RS_Score,Final_Score,Rank
LAMIVUDINE,TABLET;ORAL,LAMIVUDINE,APOTEX,100MG,A,202941,1,AB,"Jan 2, 2014",False,True,RX,APOTEX INC,TABLET,ORAL,False,2014-01-02,True,EPIVIR-HBV,21003,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,67
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,TEVA,600MG/5ML;EQ 42.9MG BASE/5ML,A,65162,1,AB,"Mar 12, 2004",False,True,RX,TEVA PHARMACEUTICALS USA INC,FOR SUSPENSION,ORAL,False,2004-03-12,True,AUGMENTIN ES-600,50755,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,68
AMOXICILLIN; CLAVULANATE POTASSIUM,FOR SUSPENSION;ORAL,AMOXICILLIN AND CLAVULANATE POTASSIUM,TEVA,400MG/5ML;EQ 57MG BASE/5ML,A,65089,2,AB,"May 25, 2004",False,True,RX,TEVA PHARMACEUTICALS USA INC,FOR SUSPENSION,ORAL,False,2004-05-25,True,AUGMENTIN '400',50725,2,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,69
SILODOSIN,CAPSULE;ORAL,SILODOSIN,LUPIN,4MG,A,206541,1,AB,"Dec 3, 2018",False,True,RX,LUPIN LTD,CAPSULE,ORAL,False,2018-12-03,True,RAPAFLO,22206,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,70
OXAPROZIN,TABLET;ORAL,OXAPROZIN,DR REDDYS LABS LTD,600MG,A,75855,1,AB,"Jan 31, 2001",False,True,RX,DR REDDYS LABORATORIES LTD,TABLET,ORAL,False,2001-01-31,True,DAYPRO,18841,4,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,71
ZALEPLON,CAPSULE;ORAL,ZALEPLON,UNICHEM,10MG,A,78989,2,AB,"Jun 6, 2008",False,True,RX,UNICHEM LABORATORIES LTD,CAPSULE,ORAL,False,2008-06-06,True,SONATA,20859,2,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,72
DEFERIPRONE,TABLET;ORAL,DEFERIPRONE,HIKMA,1GM,A,213239,2,AB,"Feb 8, 2022",False,True,RX,HIKMA PHARMACEUTICALS USA INC,TABLET,ORAL,False,2022-02-08,True,FERRIPROX,21825,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,73
DEFERIPRONE,TABLET;ORAL,DEFERIPRONE,HIKMA,1GM,A,213239,2,AB,"Feb 8, 2022",False,True,RX,HIKMA PHARMACEUTICALS USA INC,TABLET,ORAL,False,2022-02-08,True,FERRIPROX,212269,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,74
DOXYCYCLINE HYCLATE,TABLET;ORAL,DOXYCYCLINE HYCLATE,EPIC PHARMA LLC,EQ 100MG BASE,A,62269,2,AB,"Nov 8, 1982",False,True,RX,EPIC PHARMA LLC,TABLET,ORAL,False,1982-11-08,True,LYMEPAK,209844,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,75
TEMOZOLOMIDE,CAPSULE;ORAL,TEMOZOLOMIDE,AMNEAL PHARMS,250MG,A,203691,6,AB,"May 8, 2015",False,True,RX,AMNEAL PHARMACEUTICALS,CAPSULE,ORAL,False,2015-05-08,True,TEMODAR,21029,4,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,76
FENOFIBRATE,TABLET;ORAL,FENOFIBRATE,IMPAX LABS,160MG,A,76509,2,AB,"Mar 26, 2008",False,True,RX,IMPAX LABORATORIES INC,TABLET,ORAL,False,2008-03-26,True,TRIGLIDE,21350,2,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,77
IVABRADINE HYDROCHLORIDE,TABLET;ORAL,IVABRADINE HYDROCHLORIDE,INGENUS PHARMS LLC,EQ 7.5MG BASE,A,214051,2,AB,"Dec 30, 2021",False,True,RX,INGENUS PHARMACEUTICALS LLC,TABLET,ORAL,False,2021-12-30,True,CORLANOR,206143,2,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,78
HYDROXYZINE PAMOATE,CAPSULE;ORAL,HYDROXYZINE PAMOATE,HERITAGE PHARMA,EQ 50MG HYDROCHLORIDE,A,201507,2,AB,"Jun 3, 2013",False,True,RX,HERITAGE PHARMA LABS INC,CAPSULE,ORAL,False,2013-06-03,True,VISTARIL,11459,4,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,79
HYDROXYZINE HYDROCHLORIDE,TABLET;ORAL,HYDROXYZINE HYDROCHLORIDE,GRAVITI PHARMS,50MG,A,217652,3,AB,"Aug 17, 2023",False,True,RX,GRAVITI PHARMACEUTICALS PRIVATE LTD,TABLET,ORAL,False,2023-08-17,True,HYDROXYZINE HYDROCHLORIDE,87604,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,80
DESMOPRESSIN ACETATE,"SPRAY, METERED;NASAL",DESMOPRESSIN ACETATE,BAUSCH,0.01MG/SPRAY,A,74830,1,AB,"Jan 25, 1999",False,True,RX,BAUSCH HEALTH US LLC,"SPRAY, METERED",NASAL,False,1999-01-25,True,MINIRIN,21333,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,81
DESMOPRESSIN ACETATE,"SPRAY, METERED;NASAL",DESMOPRESSIN ACETATE,BAUSCH,0.01MG/SPRAY,A,74830,1,AB,"Jan 25, 1999",False,True,RX,BAUSCH HEALTH US LLC,"SPRAY, METERED",NASAL,False,1999-01-25,True,DDAVP (NEEDS NO REFRIGERATION),17922,3,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,82
AZELASTINE HYDROCHLORIDE; FLUTICASONE PROPIONATE,"SPRAY, METERED;NASAL",AZELASTINE HYDROCHLORIDE AND FLUTICASONE PROPIONATE,APOTEX,0.137MG/SPRAY;0.05MG/SPRAY,A,207712,1,AB,"Apr 28, 2017",False,True,RX,APOTEX INC,"SPRAY, METERED",NASAL,False,2017-04-28,True,DYMISTA,202236,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,83
IMIPRAMINE HYDROCHLORIDE,TABLET;ORAL,IMIPRAMINE HYDROCHLORIDE,LEADING,50MG,A,40903,3,AB,"Oct 24, 2012",False,True,RX,LEADING PHARMA LLC,TABLET,ORAL,False,2012-10-24,True,TOFRANIL,87846,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,84
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,ALEMBIC,EQ 0.5% BASE,A,212942,2,AB,"Oct 22, 2020",False,True,RX,ALEMBIC PHARMACEUTICALS LTD,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2020-10-22,True,TIMOPTIC-XE,20330,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,85
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,ALEMBIC,EQ 0.5% BASE,A,212942,2,AB,"Oct 22, 2020",False,True,RX,ALEMBIC PHARMACEUTICALS LTD,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2020-10-22,True,TIMOLOL MALEATE,20963,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,86
HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM,TABLET;ORAL,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,AUROBINDO PHARMA,25MG;100MG,A,91629,3,AB,"Jan 6, 2010",False,True,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2010-01-06,True,HYZAAR,20387,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,87
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,ALEMBIC,EQ 0.25% BASE,A,212942,1,AB,"Oct 22, 2020",False,True,RX,ALEMBIC PHARMACEUTICALS LTD,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2020-10-22,True,TIMOPTIC-XE,20330,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,88
TIMOLOL MALEATE,"SOLUTION, GEL FORMING/DROPS;OPHTHALMIC",TIMOLOL MALEATE,ALEMBIC,EQ 0.25% BASE,A,212942,1,AB,"Oct 22, 2020",False,True,RX,ALEMBIC PHARMACEUTICALS LTD,"SOLUTION, GEL FORMING/DROPS",OPHTHALMIC,False,2020-10-22,True,TIMOLOL MALEATE,20963,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,89
CHLORTHALIDONE,TABLET;ORAL,CHLORTHALIDONE,ALKEM LABS LTD,50MG,A,213412,2,AB,"Feb 11, 2020",False,True,RX,ALKEM LABORATORIES LTD,TABLET,ORAL,False,2020-02-11,True,CHLORTHALIDONE,86831,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,90
HYDROXYZINE HYDROCHLORIDE,TABLET;ORAL,HYDROXYZINE HYDROCHLORIDE,GRAVITI PHARMS,50MG,A,217652,3,AB,"Aug 17, 2023",False,True,RX,GRAVITI PHARMACEUTICALS PRIVATE LTD,TABLET,ORAL,False,2023-08-17,True,HYDROXYZINE HYDROCHLORIDE,88619,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,91
DOXORUBICIN HYDROCHLORIDE,"INJECTABLE, LIPOSOMAL;INJECTION",DOXORUBICIN HYDROCHLORIDE (LIPOSOMAL),SUN PHARM,50MG/25ML (2MG/ML),A,203263,2,AB,"Feb 4, 2013",False,True,RX,SUN PHARMACEUTICAL INDUSTRIES LTD,"INJECTABLE, LIPOSOMAL",INJECTION,False,2013-02-04,True,DOXIL (LIPOSOMAL),50718,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,92
CINACALCET HYDROCHLORIDE,TABLET;ORAL,CINACALCET HYDROCHLORIDE,STRIDES PHARMA,EQ 90MG BASE,A,209226,3,AB,"Apr 30, 2018",False,True,RX,STRIDES PHARMA GLOBAL PTE LTD,TABLET,ORAL,False,2018-04-30,True,SENSIPAR,21688,3,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,93
METHENAMINE HIPPURATE,TABLET;ORAL,METHENAMINE HIPPURATE,AUROBINDO PHARMA LTD,1GM,A,205661,1,AB,"Jul 5, 2016",False,True,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2016-07-05,True,HIPREX,17681,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,94
CLOPIDOGREL BISULFATE,TABLET;ORAL,CLOPIDOGREL BISULFATE,APOTEX INC,EQ 300MG BASE,A,76274,2,AB,"Mar 4, 2014",False,True,RX,APOTEX INC,TABLET,ORAL,False,2014-03-04,True,PLAVIX,20839,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,95
FUROSEMIDE,TABLET;ORAL,FUROSEMIDE,GRAVITI PHARMS,80MG,A,216629,3,AB,"Oct 17, 2022",False,True,RX,GRAVITI PHARMACEUTICALS PRIVATE LTD,TABLET,ORAL,False,2022-10-17,True,LASIX,16273,3,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,96
"GRISEOFULVIN, ULTRAMICROSIZE",TABLET;ORAL,"GRISEOFULVIN, ULTRAMICROSIZE",MOUNTAIN,250MG,A,204371,2,AB,"Jan 9, 2014",False,True,RX,MOUNTAIN LLC,TABLET,ORAL,False,2014-01-09,True,GRIS-PEG,50475,2,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,97
LOPERAMIDE HYDROCHLORIDE,CAPSULE;ORAL,LOPERAMIDE HYDROCHLORIDE,MYLAN,2MG,A,72741,1,AB,"Sep 18, 1991",False,True,RX,MYLAN PHARMACEUTICALS INC,CAPSULE,ORAL,False,1991-09-18,True,LOPERAMIDE HYDROCHLORIDE,21855,2,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,98
FROVATRIPTAN SUCCINATE,TABLET;ORAL,FROVATRIPTAN SUCCINATE,RENATA,EQ 2.5MG BASE,A,213891,1,AB,"Apr 6, 2022",False,True,RX,RENATA PLC,TABLET,ORAL,False,2022-04-06,True,FROVA,21006,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,99
COLESTIPOL HYDROCHLORIDE,TABLET;ORAL,COLESTIPOL HYDROCHLORIDE,IMPAX LABS,1GM,A,77510,1,AB,"Oct 24, 2006",False,True,RX,IMPAX LABORATORIES INC,TABLET,ORAL,False,2006-10-24,True,COLESTID,20222,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,100
FLUVOXAMINE MALEATE,TABLET;ORAL,FLUVOXAMINE MALEATE,AIPING PHARM INC,100MG,A,75888,3,AB,"Nov 29, 2000",False,True,RX,AIPING PHARMACEUTICAL INC,TABLET,ORAL,False,2000-11-29,True,LUVOX,21519,3,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,101
FLUOXETINE HYDROCHLORIDE,TABLET;ORAL,FLUOXETINE HYDROCHLORIDE,AUROBINDO PHARMA LTD,EQ 60MG BASE,A,213265,1,AB,"Jun 10, 2020",False,True,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,False,2020-06-10,True,FLUOXETINE HYDROCHLORIDE,202133,1,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,102
URSODIOL,TABLET;ORAL,URSODIOL,ZYDUS LIFESCIENCES,500MG,A,211145,2,AB,"Oct 30, 2018",False,True,RX,ZYDUS LIFESCIENCES GLOBAL FZE,TABLET,ORAL,False,2018-10-30,True,URSO FORTE,20675,2,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,103
HYDROCHLOROTHIAZIDE; LISINOPRIL,TABLET;ORAL,LISINOPRIL AND HYDROCHLOROTHIAZIDE,INVAGEN PHARMS,12.5MG;20MG,A,204058,2,AB,"May 23, 2017",False,True,RX,INVAGEN PHARMACEUTICALS INC,TABLET,ORAL,False,2017-05-23,True,ZESTORETIC,19888,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,104
ACYCLOVIR,CREAM;TOPICAL,ACYCLOVIR,PADAGIS ISRAEL,5%,A,208702,1,AB,"Feb 4, 2019",False,True,RX,PADAGIS ISRAEL PHARMACEUTICALS LTD,CREAM,TOPICAL,False,2019-02-04,True,ZOVIRAX,21478,1,AB,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,105
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,AJANTA PHARMA LTD,EQ 60MG BASE,A,208706,3,AB,"Jan 6, 2017",False,True,RX,AJANTA PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-01-06,True,CYMBALTA,21427,4,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,106
DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS;ORAL",DULOXETINE HYDROCHLORIDE,AJANTA PHARMA LTD,EQ 60MG BASE,A,208706,3,AB,"Jan 6, 2017",False,True,RX,AJANTA PHARMA LTD,"CAPSULE, DELAYED REL PELLETS",ORAL,False,2017-01-06,True,DRIZALMA SPRINKLE,212516,4,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,107
ZOLPIDEM TARTRATE,TABLET;SUBLINGUAL,ZOLPIDEM TARTRATE,NOVEL LABS INC,3.5MG,A,204299,2,AB,"Jun 3, 2015",False,True,RX,NOVEL LABORATORIES INC,TABLET,SUBLINGUAL,False,2015-06-03,True,INTERMEZZO,22328,2,,0.0,,,,0.0,,,AB,1.0,1.0,1.0,1.0,1.0,108
FLUOXETINE HYDROCHLORIDE,CAPSULE;ORAL,FLUOXETINE HYDROCHLORIDE,AUROBINDO PHARMA,EQ 40MG BASE,A,78619,3,AB,"Jan 31, 2008",False,True,RX,AUROBINDO PHARMA LTD,CAPSULE,ORAL,False,2008-01-31,True,PROZAC,18936,3,,0.0,,,,0.0,,,AB1,0.8,1.0,1.0,1.0,0.92,109
DILTIAZEM HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DILTIAZEM HYDROCHLORIDE,MYLAN,120MG,A,74910,3,AB1,"May 2, 1997",False,True,RX,MYLAN PHARMACEUTICALS INC,"CAPSULE, EXTENDED RELEASE",ORAL,False,1997-05-02,True,CARDIZEM CD,20062,1,AB3,0.0,,,,0.0,,,AB3,0.8,1.0,1.0,1.0,0.92,110
DILTIAZEM HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DILTIAZEM HYDROCHLORIDE,MYLAN,120MG,A,74910,3,AB1,"May 2, 1997",False,True,RX,MYLAN PHARMACEUTICALS INC,"CAPSULE, EXTENDED RELEASE",ORAL,False,1997-05-02,True,TIAZAC,20401,1,AB4,0.0,,,,0.0,,,AB3,0.8,1.0,1.0,1.0,0.92,111
LEVOTHYROXINE SODIUM,TABLET;ORAL,LEVOTHYROXINE SODIUM,MYLAN,"0.3MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",A,76187,11,"AB1,AB2,AB3,AB4","Jun 5, 2002",False,True,RX,MYLAN PHARMACEUTICALS INC,TABLET,ORAL,False,2002-06-05,True,UNITHROID,21210,11,"AB1,AB2,AB3",0.0,,,,0.0,,,"AB1,AB2,AB3,AB4",0.8,1.0,1.0,1.0,0.92,112
LEVOTHYROXINE SODIUM,TABLET;ORAL,LEVOTHYROXINE SODIUM,MYLAN,"0.3MG **See current Annual Edition, 1.8 Description of Special Situations, Levothyroxine Sodium",A,76187,11,"AB1,AB2,AB3,AB4","Jun 5, 2002",False,True,RX,MYLAN PHARMACEUTICALS INC,TABLET,ORAL,False,2002-06-05,True,SYNTHROID,21402,11,"AB1,AB2",0.0,,,,0.0,,,"AB1,AB2,AB3,AB4",0.8,1.0,1.0,1.0,0.92,113
GLYBURIDE,TABLET;ORAL,GLYBURIDE,TEVA,5MG,A,74388,3,AB1,"Aug 29, 1995",False,True,RX,TEVA PHARMACEUTICALS USA INC,TABLET,ORAL,False,1995-08-29,True,DIABETA,17532,3,AB2,0.0,,,,0.0,,,AB1,0.8,1.0,1.0,1.0,0.92,114
NIFEDIPINE,"TABLET, EXTENDED RELEASE;ORAL",NIFEDIPINE,NOVAST LABS,60MG,A,202987,2,AB1,"Aug 25, 2016",False,True,RX,NOVAST LABORATORIES LTD,"TABLET, EXTENDED RELEASE",ORAL,False,2016-08-25,True,PROCARDIA XL,19684,2,AB2,0.0,,,,0.0,,,AB2,0.8,1.0,1.0,1.0,0.92,115
NIFEDIPINE,CAPSULE;ORAL,NIFEDIPINE,HERITAGE PHARMA,10MG,A,202644,1,AB,"Apr 25, 2013",False,True,RX,HERITAGE PHARMA LABS INC,CAPSULE,ORAL,False,2013-04-25,True,PROCARDIA,18482,1,,0.0,,,,0.0,,,AB2,0.8,1.0,1.0,1.0,0.92,116
ISOTRETINOIN,CAPSULE;ORAL,CLARAVIS,TEVA PHARMS USA,40MG,A,76135,1,AB1,"Apr 11, 2003",False,True,RX,TEVA PHARMACEUTICALS USA,CAPSULE,ORAL,False,2003-04-11,True,ABSORICA,21951,4,AB2,0.0,,,,0.0,,,AB2,0.8,1.0,1.0,1.0,0.92,117
TESTOSTERONE,GEL;TRANSDERMAL,TESTOSTERONE,ACTAVIS LABS UT INC,50MG/5GM PACKET,A,76737,2,AB1,"Jan 27, 2006",False,True,RX,ACTAVIS LABORATORIES UT INC,GEL,TRANSDERMAL,False,2006-01-27,True,TESTIM,21454,1,AB2,0.0,,,,0.0,,,AB2,0.8,1.0,1.0,1.0,0.92,118
DILTIAZEM HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DILTIAZEM HYDROCHLORIDE,APOTEX,240MG,A,74943,1,AB2,"Aug 6, 1998",False,True,RX,APOTEX INC,"CAPSULE, EXTENDED RELEASE",ORAL,False,1998-08-06,True,TIAZAC,20401,3,AB4,0.0,,,,0.0,,,AB3,0.8,1.0,1.0,1.0,0.92,119
DILTIAZEM HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",DILTIAZEM HYDROCHLORIDE,APOTEX,240MG,A,74943,1,AB2,"Aug 6, 1998",False,True,RX,APOTEX INC,"CAPSULE, EXTENDED RELEASE",ORAL,False,1998-08-06,True,CARDIZEM CD,20062,3,AB3,0.0,,,,0.0,,,AB3,0.8,1.0,1.0,1.0,0.92,120
NITROGLYCERIN,"FILM, EXTENDED RELEASE;TRANSDERMAL",NITROGLYCERIN,MYLAN TECHNOLOGIES,0.4MG/HR,A,74559,2,AB2,"Aug 30, 1996",False,True,RX,MYLAN TECHNOLOGIES INC,"FILM, EXTENDED RELEASE",TRANSDERMAL,False,1996-08-30,True,NITRO-DUR,20145,4,,0.0,,,,0.0,,,AB2,0.8,1.0,1.0,1.0,0.92,121
METFORMIN HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",METFORMIN HYDROCHLORIDE,LUPIN LTD,1GM,A,90692,2,AB2,"Jun 29, 2011",False,True,RX,LUPIN LTD,"TABLET, EXTENDED RELEASE",ORAL,False,2011-06-29,True,GLUMETZA,21748,2,,0.0,,,,0.0,,,AB2,0.8,1.0,1.0,1.0,0.92,122
METFORMIN HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",METFORMIN HYDROCHLORIDE,LUPIN LTD,1GM,A,90692,2,AB2,"Jun 29, 2011",False,True,RX,LUPIN LTD,"TABLET, EXTENDED RELEASE",ORAL,False,2011-06-29,True,FORTAMET,21574,2,,0.0,,,,0.0,,,AB2,0.8,1.0,1.0,1.0,0.92,123
METHYLPHENIDATE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",METHYLPHENIDATE HYDROCHLORIDE,OSMOTICA PHARM US,72MG,A,205327,5,AB,"Jul 28, 2017",False,True,RX,OSMOTICA PHARMACEUTICAL US LLC,"TABLET, EXTENDED RELEASE",ORAL,False,2017-07-28,True,RELEXXII,216117,7,,0.0,,,,0.0,,,AB2,0.8,1.0,1.0,1.0,0.92,124
METFORMIN HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",METFORMIN HYDROCHLORIDE,AJANTA PHARMA LTD,1GM,A,213962,2,AB3,"Mar 9, 2021",False,True,RX,AJANTA PHARMA LTD,"TABLET, EXTENDED RELEASE",ORAL,False,2021-03-09,True,GLUMETZA,21748,2,,0.0,,,,0.0,,,AB2,0.8,1.0,1.0,1.0,0.92,125
METFORMIN HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",METFORMIN HYDROCHLORIDE,AJANTA PHARMA LTD,1GM,A,213962,2,AB3,"Mar 9, 2021",False,True,RX,AJANTA PHARMA LTD,"TABLET, EXTENDED RELEASE",ORAL,False,2021-03-09,True,FORTAMET,21574,2,,0.0,,,,0.0,,,AB2,0.8,1.0,1.0,1.0,0.92,126
SCOPOLAMINE,SYSTEM;TRANSDERMAL,SCOPOLAMINE,RICONPHARMA LLC,1MG/72HR,A,212342,1,AB,"Nov 24, 2020",False,True,RX,RICONPHARMA LLC,SYSTEM,TRANSDERMAL,False,2020-11-24,True,TRANSDERM SCOP,17874,1,AB,0.0,,,,0.0,,,AB1,0.8,1.0,1.0,1.0,0.92,127
BUPROPION HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",BUPROPION HYDROCHLORIDE,ACTAVIS LABS FL INC,150MG,A,79094,1,AB2,"Mar 24, 2009",False,True,RX,ACTAVIS LABORATORIES FL INC,"TABLET, EXTENDED RELEASE",ORAL,False,2009-03-24,True,WELLBUTRIN SR,20358,3,AB1,0.0,,,,0.0,,,AB3,0.8,1.0,1.0,1.0,0.92,128
BUPROPION HYDROCHLORIDE,"TABLET, EXTENDED RELEASE;ORAL",BUPROPION HYDROCHLORIDE,ACTAVIS LABS FL INC,150MG,A,79094,1,AB2,"Mar 24, 2009",False,True,RX,ACTAVIS LABORATORIES FL INC,"TABLET, EXTENDED RELEASE",ORAL,False,2009-03-24,True,WELLBUTRIN XL,21515,1,AB3,0.0,,,,0.0,,,AB3,0.8,1.0,1.0,1.0,0.92,129
NORETHINDRONE,TABLET;ORAL-28,NORETHINDRONE,XIROMED,0.35MG,A,200980,1,AB2,"Jun 12, 2013",False,True,RX,XIROMED LLC,TABLET,ORAL-28,False,2013-06-12,True,NOR-QD,17060,1,AB1,0.0,,,,0.0,,,AB2,0.8,1.0,1.0,1.0,0.92,130
CARVEDILOL PHOSPHATE,"CAPSULE, EXTENDED RELEASE;ORAL",CARVEDILOL PHOSPHATE,SUN PHARM INDUSTRIES,40MG,A,90132,3,AB,"Oct 25, 2017",False,True,RX,SUN PHARMACEUTICAL INDUSTRIES INC,"CAPSULE, EXTENDED RELEASE",ORAL,False,2017-10-25,True,COREG CR,22012,3,AB,0.0,,,,0.0,,,AB2,0.8,1.0,1.0,1.0,0.92,131
NIFEDIPINE,"TABLET, EXTENDED RELEASE;ORAL",NIFEDIPINE,NOVAST LABS,90MG,A,210614,3,AB2,"Mar 12, 2019",False,True,RX,NOVAST LABORATORIES LTD,"TABLET, EXTENDED RELEASE",ORAL,False,2019-03-12,True,PROCARDIA XL,19684,3,,0.0,,,,0.0,,,AB2,0.8,1.0,1.0,1.0,0.92,132
METHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",METHYLPHENIDATE HYDROCHLORIDE,GRANULES,60MG,A,211796,5,AB1,"May 23, 2019",False,True,RX,GRANULES PHARMACEUTICALS INC,"CAPSULE, EXTENDED RELEASE",ORAL,False,2019-05-23,True,JORNAY PM,209311,3,,0.0,,,,0.0,,,AB2,0.8,1.0,1.0,1.0,0.92,133
METHYLPHENIDATE HYDROCHLORIDE,"CAPSULE, EXTENDED RELEASE;ORAL",METHYLPHENIDATE HYDROCHLORIDE,GRANULES,60MG,A,211796,5,AB1,"May 23, 2019",False,True,RX,GRANULES PHARMACEUTICALS INC,"CAPSULE, EXTENDED RELEASE",ORAL,False,2019-05-23,True,APTENSIO XR,205831,7,AB3,0.0,,,,0.0,,,AB2,0.8,1.0,1.0,1.0,0.92,134
NIFEDIPINE,"TABLET, EXTENDED RELEASE;ORAL",NIFEDIPINE,NOVAST LABS,90MG,A,202987,3,AB1,"Aug 25, 2016",False,True,RX,NOVAST LABORATORIES LTD,"TABLET, EXTENDED RELEASE",ORAL,False,2016-08-25,True,PROCARDIA XL,19684,3,,0.0,,,,0.0,,,AB2,0.8,1.0,1.0,1.0,0.92,135
